"","Ind_1","Ind_2","Ind_3","Ind_4","Ind_5","Ind_6","Ind_7","Ind_8","Ind_9","Ind_10","Ind_11","Ind_12","Ind_13","Ind_14","Ind_15","Ind_16","Ind_17","Ind_18","Ind_19","Ind_20","Ind_21","Ind_22","Ind_23","Ind_24","Ind_25","Ind_26","Ind_27","Ind_28","Ind_29","Ind_30","Ind_31","Ind_32","Ind_33","Ind_34","Ind_35","Ind_36","Ind_37","Ind_38","Ind_39","Ind_40","Ind_41","Ind_42","Ind_43","Ind_44","Ind_45","Ind_46","Ind_47","Ind_48","Ind_49","Ind_50","Ind_51","Ind_52","Ind_53","Ind_54","Ind_55","Ind_56","Ind_57","Ind_58","Ind_59","Ind_60","Ind_61","Ind_62","Ind_63","Ind_64","Ind_65","Ind_66","Ind_67","Ind_68","Ind_69","Ind_70","Ind_71","Ind_72","Ind_73","Ind_74","Ind_75","Ind_76","Ind_77","Ind_78","Ind_79","Ind_80","Ind_81","Ind_82","Ind_83","Ind_84","Ind_85","Ind_86","Ind_87","Ind_88","Ind_89","Ind_90","Ind_91","Ind_92","Ind_93","Ind_94","Ind_95","Ind_96","Ind_97","Ind_98","Ind_99","Ind_100","Ind_101","Ind_102","Ind_103","Ind_104","Ind_105","Ind_106","Ind_107","Ind_108","Ind_109","Ind_110","Ind_111","Ind_112","Ind_113","Ind_114","Ind_115","Ind_116","Ind_117","Ind_118","Ind_119","Ind_120","Ind_121","Ind_122","Ind_123","Ind_124","Ind_125","Ind_126","Ind_127","Ind_128","Ind_129","Ind_130","Ind_131","Ind_132","Ind_133","Ind_134","Ind_135","Ind_136","Ind_137","Ind_138","Ind_139","Ind_140","Ind_141","Ind_142","Ind_143","Ind_144","Ind_145","Ind_146","Ind_147","Ind_148","Ind_149","Ind_150"
"Gene_21",24572.5579306168,3561.86071255606,3557.32393701736,5135.44700957457,3382.10358442665,3533.43588441307,4656.90837598298,7858.29051698878,9341.02703214262,13246.4296577499,7108.47973301442,11617.7006177658,23191.4235131337,10644.9098168386,4761.22294750235,8787.13345414044,3865.88159204821,21960.2971159147,10678.0363042811,3377.71891816142,31400.5698135705,14596.8851434718,5587.64191420569,3910.33029718318,4756.26964685241,4627.61217143003,3953.32809822848,2892.97810688768,19973.975758761,8899.3547857943,14232.9249701945,15823.7765637314,11275.1958493407,8852.5238584295,13359.7072328625,16819.3906515529,9236.64725473355,13884.3454791836,10568.9788565123,18815.1585734065,2121.41594264759,8378.49047712957,3054.79073730988,21968.3255499639,11012.136388188,3060.68740862377,3887.08892698712,11653.4120335527,8889.01913632104,12679.274742508,11980.1505221649,3654.99514920934,10371.3467624542,9855.55830355114,9416.27617676205,26271.3387109706,3272.55366227064,11208.7941371474,4473.52090159786,32239.9826137718,19180.4698162325,21306.5826927737,17835.4642355596,26627.4961079649,9830.83663350057,31967.8407979445,2563.82238489971,20503.5787312287,16334.6604075852,9590.81083323244,11439.4080106354,5153.83610675229,8377.0744692718,21197.112101863,17067.8624040948,3852.69865797364,3158.76205291259,9656.0415896691,4455.11736033617,4030.07566251015,8698.78525432239,4815.5394126343,20244.9171003701,8179.25879918422,23952.159239829,4273.76716965197,10036.5965214342,4719.57695893966,11190.2733874418,4637.57726185215,2783.2073230432,2831.597851351,19041.8275745354,10318.3049574413,3626.71489612886,2704.95692523184,8242.09388698765,4156.31855602616,4951.98632092177,3186.87337511451,5517.61627868071,10762.806004483,3451.57314820422,22144.6349891061,6393.97993591538,21494.4980003435,5218.75717443986,23170.1444152502,8718.28782024295,8658.80462624856,3588.98391813383,4727.01776605043,4206.19833372737,3553.5888835349,7677.41692736406,3220.24367304245,7669.74075910672,4817.04784934881,9345.53226458411,10949.6049943866,8423.98845307121,26057.8102597621,10635.346401273,7992.17436580739,13539.318951764,8520.39682299703,5283.46103147374,9495.61354269287,4517.07332747907,7191.76379740824,5684.40974831387,10854.0243090963,11848.5514344708,4100.92290099092,4458.30337306426,11390.4548917345,11191.2031867451,25455.593589489,4051.2098877358,5307.88270680735,9358.53044891504,11297.1229889706,4764.04578029497,3659.11601149961,3774.47571555756,5109.48244563751,9778.11628828183,4543.47249071837,4581.72526883708,4866.28831538117
"Gene_22",16057.4940462916,4225.72052138897,5086.8522896292,4375.17400349494,3843.56223930485,2867.98741346548,5032.77431396241,9231.04867906735,10455.2577815454,12925.0169371395,4634.97026962925,7300.26209138691,22882.8889712993,9666.7735232879,2646.66721187034,8768.27792707253,4394.32297963241,12847.9382374113,10512.9670201104,2873.48287486378,22325.8207767915,6942.54439626621,3589.24757509048,2774.60023840297,3613.28311904514,2352.61657363516,4393.73566334862,3433.79001848364,22349.5918890662,10405.2459820531,6895.60152510845,23168.5475837647,10910.4543702052,14330.6141623932,11339.0933549349,25817.5029536939,8602.85324573326,11587.0455179862,10707.5156594115,16348.1252124037,3965.50889035394,12336.5206970995,3175.02416322834,22155.4691000479,11699.5250050549,2884.0103161387,3252.96978670911,9358.76719777472,8448.08602222398,7896.8714739182,10751.2417289589,2712.58538730139,6612.7920182746,10509.9543238406,8417.65890980699,21933.9585276426,2956.49133257536,10534.3885113454,5506.96911114015,18158.1363821849,17799.0885504776,19086.6653116442,19787.4746879041,22726.2107419026,10097.5185121529,19552.3685912005,3285.6767752406,19958.0183375678,25163.8007604993,11351.524913425,7939.69748126464,6118.74361654755,9791.05691825079,18486.498657978,23647.8465934139,3147.20581026275,2822.07200685848,7240.66518328151,2762.50477112734,5804.22316661258,9306.39600303997,5038.31802993775,23354.0641348002,7195.16701670079,15578.6912547538,3433.73813522597,10484.4769704156,3208.35662681397,6868.07351106945,2854.43642278671,2879.58120997312,3288.11397515546,24126.3028473833,12395.0091503041,3171.281078349,3591.16234363736,8516.50841883295,4386.36471803656,4591.81885385331,2986.77657996751,3195.38383915638,6925.97115259521,5355.3847625243,24520.6143403237,3693.72927240088,21699.9210894876,3805.94862204944,23715.6276690935,6736.92122407464,7444.53458839378,2458.55812110234,3996.42033180134,3317.76790737061,2472.33336866841,12740.6525501911,5787.55171020715,9560.52213185056,3173.60945998609,7641.93631263003,7305.41323302743,8068.07986839103,24365.5867907627,9960.07250166478,9140.3232268162,10920.705123734,8380.28139254603,5140.18473629003,11070.1849794974,3678.16401783701,6674.85968718186,4291.44078418891,9767.999612589,14326.667098811,4454.19696657586,5219.57480572863,11564.2768534569,6013.18799190281,23934.2903061672,4684.18004263189,3461.61181491404,8251.07315341801,9001.04704567923,5469.62872349255,3536.51120279546,2900.3563800598,3364.39865471013,11082.3147246609,4861.90962946526,6112.37104814726,2739.24286271348
"Gene_23",13109.1543438925,2741.88475915618,3639.26561639061,4339.75713401105,3525.79704785013,3130.17423906447,3028.34842926798,8416.36187111378,11212.6510545261,15518.1039614596,3107.33170310793,3339.95485158516,21128.2695801187,8907.01371522599,3725.3845337656,9435.56816591116,2763.52597485832,24720.0590995631,10237.7112332544,4633.89914061318,18034.1174796463,9462.54067607696,4016.23927534691,4019.51696329604,4348.71474393895,3379.04420424454,3620.30082767618,2440.00917003692,21506.9407191218,8945.44170681742,9352.99891856311,23232.6982390493,6500.3111619632,6309.52574563777,10246.7126113944,18611.9582484329,7948.43292511965,10383.8333991156,6630.51799526325,26229.445169504,3729.48866951184,10178.7343469267,4223.35242198822,18199.2352117342,8330.39954567228,2342.26524025367,2742.47853200017,10929.018256077,9644.97196220796,8604.45715434288,11994.9606632922,3816.2500618637,7705.89143764163,8086.79428952649,9413.09296024246,11560.091452903,3295.14423090293,9373.18034183271,5948.8920724805,24493.1629601358,21039.2243503777,27711.9875814438,20110.2532774152,24322.2918880911,12331.2521868848,18839.3373384907,2778.99781596972,16177.7273641676,13224.2083777614,9730.9277149833,11216.6131246025,4806.31631888137,11141.6237464823,19497.4092229172,20522.7759350753,4258.08731847512,3371.67970880259,6810.31186827413,4958.67462092348,5345.33764260665,7222.7596192307,3316.47227171919,18075.1307921397,9482.08035065257,22928.8455530452,4011.8487260486,5862.35955935644,2905.13401413652,11958.8160747412,4053.27283647622,4129.27029960908,4589.850905458,22212.2128172534,11334.6848386514,4380.3509666839,3178.68256590868,9011.43183108477,3445.80583466929,4590.39600213361,2836.27196849679,4289.7560286088,12509.3684403425,4135.52431132627,21956.2063245546,5278.88696678263,20135.9641687273,2475.5316000091,19218.699282212,9385.81477007674,10980.6281602691,2430.49432256831,3572.41140050836,2715.85686819511,2952.94248437857,8218.22727964924,3562.46905917062,10572.3241834068,3356.94067355988,11028.4537765024,10469.5361938186,8332.65749413876,19400.2879349287,10106.0415293495,7623.48640156094,4491.08037293314,6831.80560125507,4250.55284247223,6949.08653327826,3827.83377418481,10011.6207232624,4081.87333484053,10143.6452138318,8591.94670745901,4486.55257125578,5032.02086527977,10531.4216109827,10975.3820925472,15886.1777412312,4699.12809597534,4158.31820658142,11692.7268582739,11174.9993428615,2643.45070654252,2811.33424018599,3138.93041096764,6639.80993645627,9991.87554762742,4058.92210225808,3036.38765616975,3557.12718602232
"Gene_24",18947.5322954048,5804.91380079974,5121.82894303186,4925.97367237149,3210.4092765655,2912.15877402174,5541.91043239246,8760.08806794825,18229.681276267,9365.14858447786,4550.95486718225,5720.24786381334,26209.8863149664,5215.44166842946,2899.16661574031,12662.8853083366,5326.44139089139,14405.3606064977,13345.47717748,3651.67176472974,25503.9917712354,7596.29761919734,5248.20116826633,3459.50903381459,5076.79316149689,5618.36847585228,2361.15566134845,4228.49738717955,20155.4059917963,10418.060399525,9914.04752656965,23154.1935796819,11309.1120542774,6947.86300619736,12896.5919455349,19987.3969869538,10897.1987541276,11456.4342721645,10937.7052458106,17749.0850132441,4242.50318968489,7033.34479784224,2799.52249593721,24203.600047301,7730.46223929795,4675.79336976993,3111.25867354708,4170.07505010907,5633.73007108133,9132.01829036678,7976.02706175008,3645.78081585787,7112.82815442412,10724.1823117318,8134.86552461315,23743.8562613571,4185.42619362249,10113.4178790605,5242.58964120719,14133.0307313908,27750.1368296197,21192.2276322555,16480.1451282573,19695.2764283795,10576.2075228109,16098.461181373,6454.19092798759,16370.0673896157,18393.165033089,9781.69108524501,11527.3480588165,3409.5570324264,10339.6091725167,24709.5257228791,32916.6320015191,5326.69607322515,4575.62760178147,13245.8516313708,4369.26090453155,5334.71393768997,8336.57862218039,4774.22910288183,13709.8290612471,6406.86353658608,16937.6268974879,5777.68113928022,8017.1656949604,3317.66660193056,8906.87415706652,3825.0379345273,3285.79311024943,5822.58934908148,23127.4590304064,8274.23961054354,4826.42150669985,3591.8274409328,9635.35380026104,3358.35904521739,4450.79877428393,2415.66136944761,2075.82869611903,8787.44542994779,3747.84168761239,18957.3690054895,5314.5403568955,23268.5751230093,3287.47392528827,23922.6835131094,11054.8721755835,11300.9070800076,3511.98013660034,3797.50987689293,4135.24295115608,2921.0419835735,9315.36875347103,2718.41160196832,7461.69095852817,5333.24521472759,8974.51408023432,7173.50534276646,9747.95099293934,15786.5232001172,11735.7801129518,11983.611261988,9195.96548818148,8199.07536618429,4221.78814723282,10338.8750946229,5325.73386125683,7862.03620613846,3247.65760087016,8528.33976689895,13494.4194737527,4377.43890327831,4427.53550717129,10657.0547266832,7234.35709589713,17333.6140133905,4704.07476304399,4069.87907583177,12161.0813465391,13506.7372948368,4145.12222416083,3678.27102071376,4533.72763274719,4970.53710314102,11007.2800112855,3551.75631505564,3727.01809601582,4775.55130333695
"Gene_25",17631.2766431352,3124.28846774894,1970.7386341767,4554.02053321462,4171.29556191456,5659.40626321929,4085.12009841115,9602.22314763087,14103.6521181696,11586.2151586116,4148.03209704221,11941.5540276756,18491.5205487026,11334.6055868331,2836.35286193393,9667.62685263329,5141.7005718343,25115.0232814334,9660.16750995833,3804.70070098718,24027.5959262017,10001.6993366948,4769.80642374878,4229.54147881257,3898.02385688435,3708.22230667743,3657.51537397905,2641.30918509785,27703.2950065001,14881.4063998597,9789.77806935309,26421.2401915478,12002.9722084925,11616.2394826828,11835.0517375063,16522.2197653095,9739.95115967554,8147.86130057975,13051.5700053626,21162.3261940316,4104.04539664402,9409.07452196851,2911.16444356322,26006.8053995874,9396.9200711776,3077.58722211862,3026.63978838664,9792.31884271322,11313.2714009199,11997.520826208,7457.88406709237,3728.22228130255,11776.0662521718,9357.9590142479,9326.25448912635,18724.1636785057,4417.05915601799,15811.8373672767,7641.84458560469,20066.1901854895,24513.0311243144,15812.2186121175,11752.2931217517,23013.8773385891,7634.55762280503,20024.0746187315,4799.09418796378,25989.536815444,23677.504705049,10210.0627171684,16133.2147950047,5089.16709427071,12583.7393894225,17881.392304725,18978.7922124758,4644.15237213527,6385.84929018153,13110.1164353472,3502.57667807386,4398.61805242663,11404.3244989714,4310.43177877722,20729.0009376299,6838.52415192474,28511.505518473,5572.95493342679,7443.43619068903,2199.870028224,12763.070962669,3179.86029003011,4611.94018281019,3418.71655910358,24473.8432646728,8599.68846639645,3469.71251270354,2924.10653016617,11067.939203374,3249.9266415414,5921.75691717293,4045.95600209154,3324.01747349698,9307.19767559947,3695.96214021361,16200.502813512,4821.16409416016,24404.719768635,3089.08284417657,21577.943996185,9541.94170424427,13341.9910316557,3694.94659155019,5050.24792905189,2747.063060928,5151.66860460079,7686.67977478978,3670.39375101525,10102.1370516825,3077.67568901348,6707.22922963399,8021.49911763528,6634.54904615735,20114.4494390248,8774.81792569072,9533.91838991561,16025.8085409521,11442.0609784938,4328.04577869283,11160.624669395,3520.27922376836,9680.12263960981,4321.42672473975,9544.3994199304,12338.2111016182,3317.32596582183,4039.46120863755,14455.8020240166,11387.5987402905,13071.9321154984,6244.77464272659,3354.2611733353,9633.78693477732,10763.5687726154,5387.76955274845,2160.24102971298,2976.90883477824,4691.31077556863,10941.7990286336,5319.54660354907,4761.44361562219,3454.81483030593
"Gene_26",30932.4860689757,3684.23555430015,4748.25331496932,5231.71441222396,5284.26294138904,3717.58004952255,4615.09233342122,7545.52492817037,10673.6340626833,12908.58551321,3928.97655131225,8889.82819422468,17824.3471625833,11026.1784850948,3408.1014675516,8261.38178986047,3970.2809173737,24304.5249408916,13666.9795515423,4876.21945262948,18367.8245977575,10681.510925563,4251.09738808391,3311.33668475621,3439.82440129774,3393.37788755569,2813.44412902254,3493.03055325673,28880.470371592,9021.89703352044,9864.55045284647,26134.0767365219,11383.5616638821,9750.82457289823,10615.1238088427,14336.2958970117,12994.2628278445,12997.9133005056,13266.8731400534,23266.8250448659,4149.59030491696,9884.58859569459,3147.38116583888,28440.8777982565,14716.5718163328,3563.19580847208,3150.48808491562,12499.5500302689,11932.2270081056,7872.86581402375,5389.60546934411,3908.0443637018,10354.3394273146,10104.7358436202,14822.144046443,13938.9338965731,4367.41700621944,12549.3219390292,6078.74684565838,21060.285103481,29416.1318018289,20938.9134563557,20186.2190447176,16677.7028193175,10406.285692273,24518.7441455846,2055.05290512418,20366.2233861256,22191.2712582903,8447.84100334932,13053.836079588,3959.62785425579,9986.48436291088,23787.3151496757,22138.5745898928,6212.70053853178,4361.99690529789,9015.70498009795,4838.14052681424,3878.53518288916,10752.2620531689,4102.86077496595,26538.1444580425,5725.02983765332,23310.0278868793,4806.57745470825,13107.4069294423,2883.45360615613,13178.809191984,3624.6280729513,3178.93142550969,3132.91155762462,21782.8743364641,9548.05268458632,4728.51029615914,2953.38003016577,5914.90091404445,3525.94355108817,3025.10835401105,2809.08673955221,4509.79567670821,5792.276184603,2685.41806881358,26588.2878461119,4264.24369064127,26844.3248084599,2895.59340066093,22638.4783074934,7332.76417994374,8870.21574939081,2730.42455325378,4856.3118814625,4031.76769409388,3873.76061516836,14886.3094668107,3306.83805113729,10829.1331103975,4860.13275817723,13628.4665829915,15716.0315472188,12153.1862469355,25192.0535814554,10131.5470454567,11383.7230666507,10603.5383313724,7292.07454044159,4898.66516782696,7630.60112398024,5064.93438854332,9064.9403148757,3528.599304668,15727.8934432689,10224.9991412373,4285.65816592897,5523.9433316013,9322.3439617041,12517.5659152639,20641.6545614065,7327.86302282211,5493.28226295066,9619.69202651654,10191.7303398702,4315.94240117395,3994.24298400009,5257.95072844053,2254.48328784277,11925.0604254864,3159.05568106231,4183.4439906143,4778.97532418729
"Gene_27",18205.6459955639,2870.64761419184,2936.25062657552,4019.5570456153,3105.98493728855,3568.06777580398,4102.62558603199,7200.41282576398,8454.2541929424,7966.76884922964,5023.77043694664,12628.6300890708,22424.9853520414,9836.67022506336,3188.5126371336,7098.52203635552,3758.15252400878,30304.1099593192,11328.4818853356,3606.83181306259,21679.9825239457,9007.21548395513,5065.06014639443,3840.93870781399,2810.10382654098,3195.14649179756,3237.38038994483,3959.00373969067,21950.9651275509,7093.76550562756,8649.05773108678,27290.7300917644,12826.4545481314,10375.8667383156,8954.56796484728,18806.4513806828,7892.10770274372,11538.3481954732,9694.20042027753,17276.6051764612,4483.30072890994,8701.32808027282,3601.05282753942,23294.2556862837,10278.1593026396,3473.50701378533,3319.09309391612,10587.9536298227,11571.0969965844,7156.99485356833,7383.7402908026,3832.32503814815,8200.26268435238,8774.27422217997,9697.80521066757,19087.9697990953,3894.89091357862,10449.6846192616,3616.62159024453,17586.0785488723,23949.973502928,21888.9332301376,18189.7077881817,21192.4466418482,10170.5027794274,21833.645633784,3109.32546750083,19288.9095941627,29750.481655844,7857.43906544047,8781.0350752267,4802.36859422503,9448.62120432736,17749.1621587717,17600.5261438111,3687.46098868673,3317.26391313839,8605.68415375024,5942.31541815062,2766.12740767338,6758.3265536016,5137.42289655051,18459.145926072,8088.43863178618,23262.7085007963,3735.04040216656,7406.32622366148,4010.34740572748,9556.08236052027,3500.31864076642,2180.58804990917,4298.78042613405,25286.6587324724,6907.66209887678,3603.84423047993,3526.74715352193,6242.96661833,3129.95705943758,3531.19609780649,4318.10347174359,1628.55331013624,8228.39177977486,2866.51145276438,22754.2328498214,4898.92238014508,18380.423458874,4677.45862700506,21934.420981483,7265.24573119661,9041.54289573169,4284.33864097438,3762.10389771613,4499.5104840421,3636.92009412557,9560.77782619214,2174.54887908619,8382.75166329224,3564.37349989342,8939.58053881801,10660.9265852956,9851.17933538286,19215.4457715414,9020.97380180795,11463.853203594,9887.40146402056,7249.33382246036,5710.18429073753,7387.25710460883,3501.3713618345,10466.0108531169,3339.16459737131,5752.16818737388,9764.90505855928,4636.54835618228,5411.44989613168,9192.23926357789,10799.587325289,22186.1114336932,4058.92310744106,4330.3045774253,10870.6301279476,9066.92754233291,4359.45410906136,3314.25563929889,3675.50457219233,4302.8577253682,8190.87842875545,3546.04998548945,4155.08945382004,4492.18229637733
"Gene_28",21337.7215319963,3845.97566742507,3135.58899314324,4141.08882000098,4410.25447146157,3354.67530432609,4110.10297101261,9116.36436539829,9427.61907157604,9445.3655738053,4103.57341987549,11761.0448752515,19194.2034406366,9664.47794287191,3376.09794316426,10762.5127458579,3758.93764073924,21792.8732161345,9215.87877338004,5201.48286138389,29233.2894101586,11412.8441683515,5169.91950445023,3766.279510921,2755.8197060762,4545.42400004865,2360.93346664793,4445.11572682103,22091.5667944457,9921.17711178124,8434.75038765945,15535.5491464813,8495.37224510392,12071.708800476,12295.0982163556,17948.1227078208,10840.2909371216,12583.4982130364,17092.7826725807,18735.665989117,3366.5962421743,9494.98754971662,2705.85450580915,17894.4840356183,13507.1635349014,4696.40473897026,4270.20417529898,12117.8979496098,12187.1959555669,7455.17671857452,14129.5515752802,2776.5458015289,11602.2788613953,8173.81026773924,9450.94025023085,29002.426614358,2641.44567735551,9744.71060043882,7350.68387756387,21068.956583326,28805.3052234407,14246.1853570269,18096.4113486123,23523.1795177839,8491.35179982357,24666.9035401294,3994.59676397067,24888.2147845778,23860.2497083978,9100.04577816555,7768.29080888182,4740.11868962375,10119.1831772882,20953.6489592607,20056.2443328945,4903.83075131474,3205.11282398829,17905.3180984906,7226.57598961448,5760.69493081384,9794.8901931346,5034.06280579535,24928.9088710331,13826.7904936711,14510.3715127363,5790.48333889163,8608.81768143833,4046.5512111342,11251.4345574872,3028.93283254663,3982.37522568567,3366.85982778918,22886.3451989643,9802.21285689009,1436.97123189842,4592.48437732372,8149.13398444908,4212.45553810215,6808.50696412627,3949.30080511069,4037.53079580322,10483.3348893699,5062.0887522273,23684.6737252224,3130.51076163208,20623.0785793794,2703.87342403625,24243.0326072451,6718.58231376822,7623.10338236846,3863.24112677926,4294.66550203483,2922.57531509993,3584.32635854055,13895.8498062034,5761.58146841047,11444.6028570661,3987.66209968578,9121.57380925247,11152.5957582024,10556.7445019095,22449.350400595,7704.70408967346,12105.0999400756,10123.4495924184,8812.7698206222,4135.0082794029,11318.9518606413,5197.92650885333,13300.0922625184,5694.50300929938,10761.7772362944,11513.5269915615,3695.3384772625,4048.84331634051,9259.74492742609,8874.42892149442,21808.5011811526,5834.48221196785,3816.38676798628,11050.1247745381,10184.5267968546,4577.79025862995,3456.08543492874,4008.86908060007,5189.81561446974,12193.8450712862,5565.67574360642,3184.02804965178,3196.84861249908
"Gene_29",20049.8518569022,3161.09370505656,4003.66022449869,3051.56510115166,3748.97693093642,2815.46749030832,5080.28179749999,9291.16951202071,12426.4621041629,7871.76293783631,4325.73153380787,10041.2444346777,17489.9464285176,8105.43792531692,4083.30686922113,8072.22252319208,4089.03277890438,14592.1374894154,12141.3810747278,3269.7244703831,19630.9256629026,8488.40400618201,2922.77047026711,3836.34228140914,4833.34235352637,3919.25758810657,3655.04127332077,3128.22949721719,25035.1738565598,10199.0383095026,11647.9221963952,26600.1432246816,11057.5093421166,8551.09383665861,11874.5989042858,22541.9944543407,8866.6379220245,9283.35074088929,8648.50123824383,17783.0620108949,3163.70952433018,9437.27432966633,3397.4173509022,20597.9380256411,10204.0318228752,3157.30986604806,3761.64293025639,10399.3417575367,9746.90355582573,11343.2530041129,6167.27606433378,5120.99413168692,11953.8069857679,9241.8531235512,9078.51294927128,17857.5860112409,3912.32200992891,12695.3012982512,5754.47429448973,18087.5929073505,22966.1108235938,30897.5207350913,17300.4265143973,23609.787824408,12304.7438639648,25408.236995595,3044.45909264112,28129.7350489312,23465.2139652174,7349.74869209431,5499.14855962835,4882.45880930391,4879.71853410552,12676.1772294589,26271.5631946791,3120.95471016821,3564.92521093358,8509.89543407893,4060.76543548747,4107.34922962682,8300.66684653338,4013.53843403375,12406.797080282,12960.3878617134,16587.774528012,4162.86496995403,6849.71420416785,3224.50688334769,13089.6992453361,4788.53693244527,2349.85508176123,3093.45025826629,17906.5400486747,9591.93954375134,2692.1891241848,3422.88831281522,7278.30201513571,3709.06360665021,5295.99326621815,2990.43143053249,4303.73944631514,9541.16486457392,3360.67452608491,13744.0547146503,4274.41641056503,18238.6353552023,2381.4941582745,17383.411637056,6292.28373769571,6278.0456952236,3223.26592955593,3540.28134550309,2986.91098807959,1960.49806852316,5950.1307508978,3084.95387122017,10022.008817036,3213.34914107442,6049.88550851372,8722.01723553845,8234.80570192393,19908.8952759733,12916.1757624513,11532.8072723029,11892.708760162,8928.11572485387,4558.61111353665,8652.30267032827,3706.66278217832,11043.3904381334,3059.40458770088,12151.5246081547,7876.63413022158,4090.16626403882,4741.1307532833,7710.46938132004,7347.47759046301,21995.1241254347,4459.00239709958,6057.54143229508,6754.34672841255,10294.4027785796,4288.20969329559,3610.20165756628,3111.60733744263,3955.04676605401,8942.20098069653,3453.49626846642,3011.6423377037,3111.88950892952
"Gene_30",20874.7651054357,4184.21848856023,2971.05956182901,5157.35465565809,4039.20519778426,2475.51633502843,6634.09351343492,9910.6388992399,7700.18278726948,13885.4045221736,3612.77326026783,6677.53739070516,27400.6269753486,14025.6888037008,3924.56065283574,4286.55996143504,4332.57993633164,17261.4862619997,5783.45553931041,3426.3419232909,13355.1968743455,14514.5099542328,4371.10164806629,3668.22364300931,2827.00791397018,2454.63631604809,3194.3999737253,3500.26126272901,19015.8614006783,8876.88812087025,6965.01928228572,18091.5028928378,10199.6878971602,10171.2649611945,8572.00775014996,20292.2756119148,8103.56991341963,12363.473865537,12105.4918822432,23914.1383288523,2421.53629811174,8773.03284103648,3234.5291229004,16246.3574462655,9898.60297636472,3654.77960973458,3232.01448876989,8937.15243093665,8790.74368602075,11079.5293074767,9714.3500712042,3461.5893504362,7927.13782307066,8024.5320092496,8885.4059770599,17964.1749516835,3784.65909369588,16241.2253553052,4180.88801486342,17301.7953379834,14314.6148575778,18186.3107030896,19857.5643051827,19257.7410584256,9579.24515990874,18248.189365343,2684.87819319846,14954.6174526118,25269.5520748249,8751.82859756408,9533.86538925628,4600.66965670245,9030.41095066522,14298.1333360705,21843.1570734023,5272.18489493725,5308.94472131218,7918.82590219284,3210.38699148255,4438.11212367956,6974.983845798,4225.26570853353,21275.8849368247,7342.97868330631,14850.8274966942,4232.54253390831,9058.28569623417,2877.61042385722,8398.16753117832,2935.78686099666,3347.20440824217,3564.6358052819,25340.5463448005,10938.872457846,2688.04282969651,3821.16303742245,6684.48914405046,3447.31798807546,5106.02114292751,3213.46800617891,4336.0597079915,6978.21967338032,2802.51251598574,25438.5257700613,5937.86608881606,21721.0847926321,3087.87808493241,21579.313252498,8236.67835109348,10391.9190443048,2930.84660887146,4130.6757143569,3640.98999930713,4199.66376208207,8776.78259684727,3513.51260357615,7865.37208223074,4108.28135820043,7467.86953551417,12079.7086027732,8206.72501367634,12518.3859716106,7660.0333121991,8232.64531858252,8715.90132196132,8114.21492999863,3857.25698529147,9671.57212432845,3878.76715393852,9224.08229109742,3069.14337119826,6527.42976534256,8356.3581247272,5349.31330922725,4303.1413062496,9512.58971189105,10808.3099827812,21749.4001956833,4320.99934420477,4131.05196767036,7508.57886510174,10270.8008110836,4401.46601126301,3582.12944376661,4569.28116065512,5635.54510055148,9399.77325683873,2170.53343132497,3418.14257491668,4159.75033448464
